,portfolio
2011-02-16,0.0038419540847957137
2011-02-17,0.0017260075125105213
2011-02-18,-0.010072466008592634
2011-02-22,-0.001415350673234862
2011-02-23,-0.001692447359402588
2011-02-24,0.009144021496117804
2011-02-25,0.004654023240958481
2011-02-28,-0.006372071950057118
2011-03-01,-0.0003567371004401694
2011-03-02,0.006825440734667102
2011-03-03,-0.0017879625204751583
2011-03-04,-0.005101258943038825
2011-03-07,0.0044067648969619904
2011-03-08,0.00012273305037285132
2011-03-09,-0.013435350392518128
2011-03-10,0.004735297521198241
2011-03-11,-0.0028251872555566724
2011-03-14,-0.01071114584835973
2011-03-15,-0.011076964842096259
2011-03-16,0.009112910530672605
2011-03-17,0.005169993365809266
2011-03-18,0.01079349670712832
2011-03-21,-0.0020870502371923135
2011-03-22,0.004037469327799577
2011-03-23,0.0034286011968088044
2011-03-24,0.001805901455137124
2011-03-25,-0.002741124815756104
2011-03-28,0.0029840749632843977
2011-03-29,0.006094738257029444
2011-03-30,0.0010485249350241554
2011-03-31,0.0020419176622149286
2011-04-01,0.001792039121338853
2011-04-04,0.003420812871711155
2011-04-05,0.0011131804335497099
2011-04-06,-0.0016266447448436269
2011-04-07,-0.0007697211331349507
2011-04-08,-0.003652388393623532
2011-04-11,-0.005615725816546478
2011-04-12,0.0010870903328529225
2011-04-13,0.003760298171834945
2011-04-14,0.00586094284868924
2011-04-15,-0.005588432901250176
2011-04-18,0.004152988615598462
2011-04-19,0.009129941852578129
2011-04-20,0.00363517676288318
2011-04-21,-8.193866753858275e-05
2011-04-25,0.00569761388671253
2011-04-26,0.007972118436991756
2011-04-27,0.003902769206000041
2011-04-28,0.006055096699313182
2011-04-29,-0.004077575891169185
2011-05-02,-0.002660422455123065
2011-05-03,-0.007491474013539421
2011-05-04,-0.012276427697347127
2011-05-05,0.005591800243033573
2011-05-06,0.005961915585313128
2011-05-09,0.005686821742215992
2011-05-10,-0.008615807386635923
2011-05-11,0.002537620204499188
2011-05-12,-0.005768457821798942
2011-05-13,-0.004025738271233698
