,SPY,TLT,GLD,regime
2015-06-29,0.7000000000954955,0.2500000000598061,0.049999999844710104,Bull
2015-06-30,0.5500000381281668,0.3999999635586835,0.04999999831314967,Bull
2015-07-01,0.6971948681445015,0.25280513180049896,0.0500000000549994,Bull
2015-07-02,0.6999999943196067,0.25000000616312695,0.04999999951729856,Bull
2015-07-06,0.5599233833090688,0.39007661651074677,0.050000000180217524,Bull
2015-07-07,0.5500000008904099,0.40000000003066544,0.04999999907893207,Bull
2015-07-08,0.5500000000956353,0.39999999997321956,0.04999999993125002,Bull
2015-07-09,0.5500000054743681,0.39999999875796927,0.04999999576766278,Bull
2015-07-10,0.5500000147807326,0.3999999882445065,0.049999996974795444,Bull
2015-07-13,0.6999999998609191,0.25000000028999053,0.04999999984909052,Bull
2015-07-14,0.7000000000768367,0.2500000000977262,0.049999999825446055,Bull
2015-07-15,0.7000000000560379,0.25000000015462004,0.049999999789345335,Bull
2015-07-16,0.6999999810138432,0.25000002311888925,0.049999995867267465,Bull
2015-07-17,0.6999999997338727,0.25000000049587984,0.04999999977024775,Bull
2015-07-20,0.7000000000903627,0.25000000016791046,0.04999999974173683,Bull
2015-07-21,0.7000000000276995,0.2500000001440062,0.04999999982829802,Bull
2015-07-22,0.7000000000145693,0.25000000012991574,0.04999999985551816,Bull
2015-07-23,0.6999999929990528,0.25000000923682003,0.04999999776412722,Bull
2015-07-24,0.5616052836826594,0.38839471612283166,0.0500000001945088,Bull
2015-07-27,0.5500000013404248,0.3999999993337646,0.049999999325817876,Bull
2015-07-28,0.5500000093845905,0.39999999306578443,0.0499999975496336,Bull
2015-07-29,0.5500225785869756,0.39997742037233686,0.0500000010406875,Bull
2015-07-30,0.6999999998044415,0.2500000003447059,0.0499999998508527,Bull
2015-07-31,0.5500165869768946,0.3999834102603569,0.050000002762748366,Bull
2015-08-03,0.6538786552753374,0.2961213448481117,0.049999999876551175,Bull
2015-08-04,0.6522309769603987,0.2977690224121331,0.05000000062746811,Bull
2015-08-05,0.5755220243070717,0.3744779758670088,0.04999999982592019,Bull
2015-08-06,0.6999999994597661,0.2500000008592538,0.049999999680980574,Bull
2015-08-07,0.6999975876697357,0.2500024108573009,0.050000001472963504,Bull
2015-08-10,0.6999974815180865,0.2500025183592494,0.05000000012266402,Bull
2015-08-11,0.699999967838594,0.25000003468970666,0.04999999747170066,Bull
2015-08-12,0.5500000427114472,0.39999996223157913,0.04999999505697356,Bull
2015-08-13,0.5500000011489973,0.3999999991170225,0.049999999733980685,Bull
2015-08-14,0.5500000000656945,0.3999999999955313,0.04999999993885616,Bull
2015-08-17,0.550000000833915,0.3999999992146928,0.04999999995139587,Bull
2015-08-18,0.6999996243466245,0.2500003765876163,0.04999999906575918,Bull
2015-08-19,0.550000162091101,0.39999983895071084,0.04999999895818837,Bull
2015-08-20,0.5500000009523239,0.39999999992844143,0.04999999911923745,Bull
2015-08-21,0.2499999986809771,0.41739366780521603,0.33260633351380703,Crisis
2015-08-24,0.24999999998782793,0.4173936639302078,0.33260633608196444,Crisis
2015-08-25,0.2500000000009774,0.41739366353621754,0.33260633646280635,Crisis
2015-08-26,0.24999999999465156,0.41739366165571506,0.33260633834963266,Crisis
2015-08-27,0.24999999998179268,0.41739365820293395,0.3326063418152761,Crisis
2015-08-28,0.2499999999946491,0.4173936563765054,0.33260634362884545,Crisis
2015-08-31,0.2499999999999014,0.4173936553720603,0.33260634462804506,Crisis
2015-09-01,0.24999999998764919,0.4173936526878577,0.3326063473244933,Crisis
2015-09-02,0.24999999999255515,0.41739365068141904,0.33260634932603445,Crisis
2015-09-03,0.2499999999923826,0.4173936486697401,0.3326063513378826,Crisis
2015-09-04,0.25000000000199635,0.41739364817036023,0.33260635182764386,Crisis
2015-09-08,0.2500000000019436,0.4173936476265394,0.33260635237151354,Crisis
2015-09-09,0.2499999999956761,0.41739364605309526,0.3326063539512273,Crisis
2015-09-10,0.5500000000143991,0.40000000023936283,0.04999999974623875,Bull
2015-09-11,0.5500000000194424,0.4000000015676507,0.04999999841291071,Bull
2015-09-14,0.5499999997750796,0.40000000179439155,0.04999999843053236,Bull
2015-09-15,0.5499999992299156,0.40000000229712485,0.049999998472961195,Bull
2015-09-16,0.5500000012460631,0.4000000008008138,0.049999997953118,Bull
2015-09-17,0.5500000011122708,0.4000000008629368,0.049999998024808,Bull
2015-09-18,0.5499999991978985,0.4000000021562595,0.04999999864585857,Bull
2015-09-21,0.5499999999572774,0.40000000006833547,0.04999999997438576,Bull
2015-09-22,0.5499999983455535,0.40000000273020053,0.04999999892424816,Bull
2015-09-23,0.5499999999357471,0.4000000000840819,0.049999999980166146,Bull
2015-09-24,0.5499999983203666,0.40000000282305387,0.0499999988565821,Bull
2015-09-25,0.5499999999489886,0.4000000000763195,0.04999999997469062,Bull
2015-09-28,0.5499999982708607,0.4000000027028787,0.049999999026262315,Bull
2015-09-29,0.5499999999503798,0.4000000000816551,0.04999999996796163,Bull
2015-09-30,0.549999999992283,0.40000000003467084,0.04999999997299538,Bull
2015-10-01,0.5499999999750951,0.40000000003337205,0.049999999991524366,Bull
2015-10-02,0.5499999998612917,0.4000000015166573,0.04999999862205283,Bull
2015-10-05,0.5499999995695745,0.40000000178089073,0.04999999864953498,Bull
2015-10-06,0.5500000004748229,0.4000000010007386,0.04999999852443062,Bull
2015-10-07,0.5500000000892853,0.40000000112602263,0.049999998784702994,Bull
2015-10-08,0.5500000095162161,0.3999999937505413,0.04999999673324511,Bull
2015-10-09,0.5500000185854778,0.3999999843106477,0.0499999971039991,Bull
2015-10-12,0.6137309766882753,0.3362690233874573,0.04999999992426768,Bull
2015-10-13,0.7000000000371122,0.25000000008315215,0.049999999879736405,Bull
2015-10-14,0.7000000000509211,0.2500000036281763,0.0499999963209026,Bull
2015-10-15,0.6999999997146555,0.25000000229919034,0.04999999798620524,Bull
2015-10-16,0.7000000002222081,0.25000000241702913,0.04999999736078905,Bull
2015-10-19,0.7000000016404117,0.25000000097373987,0.049999997385870625,Bull
2015-10-20,0.7000000000505967,0.25000000002523304,0.049999999924172624,Bull
2015-10-21,0.7000000000289957,0.2500000000035678,0.04999999996746617,Bull
2015-10-22,0.593577675960354,0.35642232410808067,0.04999999993156544,Bull
2015-10-23,0.6999999999868256,0.2500000001725541,0.04999999984062104,Bull
2015-10-26,0.6999999949015128,0.2500000099139145,0.04999999518457266,Bull
2015-10-27,0.6954391631547719,0.25456083273717345,0.050000004108054656,Bull
2015-10-28,0.6761731276062297,0.2738268690019938,0.05000000339177655,Bull
2015-10-29,0.6393764679111893,0.31062353189076414,0.05000000019804898,Bull
2015-10-30,0.7000000001438574,0.2500000001310002,0.04999999972514376,Bull
2015-11-02,0.6699166525137148,0.280083346602997,0.050000000883288355,Bull
2015-11-03,0.6699215824754329,0.2800784159623915,0.05000000156217564,Bull
2015-11-04,0.6999999996842915,0.2500000007875029,0.049999999528209084,Bull
2015-11-05,0.6999999999262426,0.2500000001340941,0.04999999993966432,Bull
2015-11-06,0.6999999965396836,0.2500000050167354,0.04999999844358785,Bull
2015-11-09,0.6999999996895687,0.2500000004592595,0.04999999985120746,Bull
2015-11-10,0.6999999992493551,0.2500000027631137,0.0499999979875357,Bull
2015-11-11,0.6999999932857001,0.2500000084088935,0.04999999830544903,Bull
2015-11-12,0.6999997769398156,0.25000022359889323,0.04999999946129116,Bull
2015-11-13,0.5500000013475385,0.3999999997302699,0.049999998922191674,Bull
2015-11-16,0.5500000005889862,0.4000000010617916,0.049999998349250264,Bull
2015-11-17,0.5500000199065702,0.39999998059681163,0.04999999949661819,Bull
2015-11-18,0.5500000009999565,0.399999999779977,0.04999999922006631,Bull
2015-11-19,0.5537172510992703,0.39628274530487945,0.050000003595850315,Bull
2015-11-20,0.5500000020979808,0.3999999985959488,0.049999999306128154,Bull
2015-11-23,0.5500000365346325,0.39999996343850963,0.05000000002689177,Bull
2015-11-24,0.550000021462172,0.3999999793209722,0.04999999921685596,Bull
2015-11-25,0.5500000070891604,0.39999999380882884,0.04999999910201072,Bull
2015-11-27,0.5584923903462056,0.3915076094322451,0.050000000221549344,Bull
2015-11-30,0.5942062701323935,0.3557937298902332,0.049999999977372235,Bull
2015-12-01,0.6232397285191582,0.3267602715114345,0.049999999969402784,Bull
2015-12-02,0.6232343764607504,0.3267656225481039,0.050000000991145606,Bull
2015-12-03,0.5500000000340582,0.4000000000952004,0.04999999987074192,Bull
2015-12-04,0.5500000000770233,0.39999999997205105,0.049999999950930234,Bull
2015-12-07,0.684229873194295,0.26577012660444654,0.05000000020132148,Bull
2015-12-08,0.5500000015269005,0.400000001073193,0.04999999739990642,Bull
2015-12-09,0.5500010333067664,0.39999896645778055,0.05000000023545297,Bull
2015-12-10,0.5500002802120708,0.3999997212895464,0.049999998498384324,Bull
2015-12-11,0.7000000012876316,0.2500000014479771,0.0499999972643913,Bull
2015-12-14,0.5500000163277845,0.3999999849998639,0.04999999867235157,Bull
2015-12-15,0.7000000034186945,0.25000000232266184,0.049999994258643654,Bull
2015-12-16,0.7000000014472763,0.25000000158385766,0.04999999696888361,Bull
2015-12-17,0.7000000008444535,0.250000001262275,0.04999999789328805,Bull
