,wf_portfolio
2016-01-11,0.005962351726536455
2016-01-12,-0.0006820380720461443
2016-01-13,-0.005419611194198511
2016-01-14,0.004344545216366999
2016-01-15,-0.0012464457772701828
2016-01-19,0.0056134157433702266
2016-01-20,-0.0009236501416576624
2016-01-21,0.00191776635447432
2016-01-22,0.0019425201597495917
2016-01-25,0.007564397540075948
2016-01-26,-0.001522654905500956
2016-01-27,-0.0019063898783717895
2016-01-28,0.01073478556112462
2016-01-29,0.0022851339886526727
2016-02-01,0.002893438691397017
2016-02-02,0.001954808931157133
2016-02-03,0.006561040399784574
2016-02-04,0.0012190736374210719
2016-02-05,0.009766732383388033
2016-02-08,-0.00034485140990053964
2016-02-09,0.0059897950271073745
2016-02-10,0.013465757575948527
2016-02-11,-0.00360542167199211
2016-02-12,-0.01094550349305854
2016-02-16,0.0038027593544274494
2016-02-17,0.01233517453106786
2016-02-18,-0.001922068105670187
2016-02-19,-0.002982753123001627
2016-02-22,0.0036955723737743564
2016-02-23,0.001538104495101508
2016-02-24,0.005356648769438819
2016-02-25,-0.006851318719981862
2016-02-26,0.0043616222266456475
2016-02-29,-0.0038222315188863516
2016-03-01,0.005479396949380632
2016-03-02,0.008493431730464795
2016-03-03,-0.0022885213612368286
2016-03-04,0.001838732591175711
2016-03-07,-4.91013542421705e-05
2016-03-08,-0.004132284038602043
2016-03-09,0.004229564034942636
2016-03-10,-0.006168346191292447
2016-03-11,-0.0036889632600673452
2016-03-14,0.00023419717290191914
2016-03-15,0.010440792911853503
2016-03-16,0.0018537063141505189
2016-03-17,0.0008416034518218309
2016-03-18,-0.005186546068081865
2016-03-21,0.0008080328908569149
2016-03-22,-0.0052492809638485915
2016-03-23,-0.0008049336392081999
2016-03-24,0.00148311168587155
2016-03-28,0.012880103474474037
2016-03-29,-0.008048615490517524
2016-03-30,0.0038526618184384553
2016-03-31,0.0007028278172465287
2016-04-01,-0.002838401919409924
2016-04-04,0.0063425891404945145
2016-04-05,-0.0023599845427784566
2016-04-06,0.006842775814351297
2016-04-07,-0.002442636720703969
2016-04-08,0.0034499247075197624
2016-04-11,-0.0015592797968163232
2016-04-12,0.0005477654779541324
2016-04-13,-0.006551370422235895
2016-04-14,0.0054332388012487305
2016-04-15,-0.0002438563101517188
2016-04-18,0.0028665310512390654
2016-04-19,-0.005134659359009546
2016-04-20,-0.002862714789336743
2016-04-21,-0.0047632684452141565
2016-04-22,-0.0013887064387964367
2016-04-25,-0.00034413773124163864
2016-04-26,0.005410087254891147
2016-04-27,0.003801214211446923
2016-04-28,0.003985773220941895
2016-04-29,-0.00447276292819087
2016-05-02,0.0038283656481813864
2016-05-03,-0.0002191987782661118
2016-05-04,0.0029487843941798666
2016-05-05,0.0013040071739323983
2016-05-06,-0.004491453468198604
2016-05-09,0.003329048101036673
2016-05-10,0.0037531765801080393
2016-05-11,-0.0045941627182622905
2016-05-12,0.004431669935801976
2016-05-13,-0.0021426188182397743
2016-05-16,-4.652494253567065e-06
2016-05-17,-0.012359894122038865
2016-05-18,0.0008885636610868325
2016-05-19,0.0012431530773835476
2016-05-20,-1.331583344207053e-05
2016-05-23,-0.004900030688480204
2016-05-24,-0.0013577856717058886
2016-05-25,0.0017135600730299307
2016-05-26,-0.0020107560492292355
2016-05-27,0.0016070662964119522
2016-05-31,0.0026436574071750244
2016-06-01,0.004237453781276234
2016-06-02,0.009633554285877942
2016-06-03,-0.001871541669722322
2016-06-06,0.0012738389860882924
2016-06-07,0.007705842276798623
2016-06-08,0.004225592690708374
2016-06-09,0.001410956004844268
2016-06-10,0.002203036157787952
2016-06-13,-0.0005502085853707444
2016-06-14,0.003507968796711237
2016-06-15,0.0001267302597566613
2016-06-16,-0.0003760580929711207
2016-06-17,-0.005143441084572477
2016-06-20,-0.006847754339658279
2016-06-21,0.0005092278977655704
2016-06-22,-0.004027844588272555
2016-06-23,0.016628232656659712
2016-06-24,0.008656737726960389
2016-06-27,0.002477256250357919
2016-06-28,0.0017125344140479658
2016-06-29,0.006509507799744148
2016-06-30,0.011260560398538256
2016-07-01,0.00637475213738017
2016-07-05,0.003860595459837248
2016-07-06,-0.001204691001516196
2016-07-07,0.008839409014580144
2016-07-08,-0.005904989470616289
2016-07-11,-0.008270160302330288
2016-07-12,0.008578233451327511
2016-07-13,-0.007869367705070204
2016-07-14,-0.005615972084716163
2016-07-15,0.0005947696008494912
2016-07-18,0.002892759585947958
2016-07-19,-0.005304328787512864
2016-07-20,0.0038445887497837207
2016-07-21,0.00011147016752277041
2016-07-22,-0.002787367011004031
2016-07-25,0.001961434962075921
2016-07-26,0.009918361806422651
2016-07-27,-0.001359958094687341
2016-07-28,0.007124564631982121
2016-07-29,-0.00519289506578169
2016-08-01,-0.004762377075239384
2016-08-02,-0.0001737255297281136
2016-08-03,0.00443250014143116
2016-08-04,-0.00769583338687629
2016-08-05,0.000576173482200277
2016-08-08,0.006061515290733662
2016-08-09,0.00247997156500578
2016-08-10,-0.005058405441004618
2016-08-11,0.003447331749747623
2016-08-12,-0.00315237239022047
2016-08-15,-0.001399127757713628
2016-08-16,0.0035179458653204422
2016-08-17,0.002533676763466062
2016-08-18,-0.005207006054245457
2016-08-19,0.0038169351012566485
2016-08-22,0.0009997169682284797
2016-08-23,-0.005255297261135403
2016-08-24,-0.0022910077120482666
2016-08-25,-0.003746753680920509
2016-08-26,0.008365262481254201
2016-08-29,-0.004867837849519288
2016-08-30,-0.0004969143906177901
2016-08-31,0.00158249152108738
2016-09-01,-0.00043087557198732106
2016-09-02,0.008574880187233055
2016-09-06,-0.0012369469127202879
2016-09-07,-0.008211555019631861
2016-09-08,-0.01601397036007445
2016-09-09,0.0035038605795049693
2016-09-12,-0.010996558375386498
2016-09-13,0.0015050577889791745
2016-09-14,-0.0012887437080151617
2016-09-15,0.002437081258450377
2016-09-16,-0.0010694856682207272
2016-09-19,0.001997628355301284
2016-09-20,0.010443320323936458
2016-09-21,0.006118341439960049
2016-09-22,-0.0016917671995302422
2016-09-23,0.0009401324889603829
2016-09-26,0.0033739269361337584
2016-09-27,-0.0006358309790754663
2016-09-28,-0.0013058811048050067
2016-09-29,-0.0034639977082269657
2016-09-30,-0.0028922399689383657
2016-10-03,-0.015988616175711276
2016-10-04,-0.0016247263165858252
2016-10-05,-0.004948872926811062
2016-10-06,-0.00035559597035216765
2016-10-07,0.0006654153591101631
2016-10-10,-0.005507709818178875
2016-10-11,0.001172154450650017
2016-10-12,0.0008063265905719076
2016-10-13,-0.0074087080478417704
2016-10-14,0.002058062838946889
2016-10-17,0.004734450313722033
2016-10-18,0.002050517296698867
2016-10-19,-0.0005300731767719138
2016-10-20,0.0010123367795183426
2016-10-21,-0.0007068410693522269
2016-10-24,0.0016344316081577314
2016-10-25,-0.005188485294999995
2016-10-26,-0.005591890580449256
2016-10-27,-0.0007241183185748986
2016-10-28,0.0039534836121191096
2016-10-31,0.0005213717365355733
2016-11-01,0.0025081418590386477
2016-11-02,-0.0036687838572838725
2016-11-03,0.004365597488500853
2016-11-04,-0.003357219268224727
2016-11-07,-0.0019555241144375906
2016-11-08,-0.019207993443704614
2016-11-09,-0.01056776687336805
2016-11-10,-0.00899008718513899
2016-11-11,-0.00492613582930178
2016-11-14,0.006575349599180535
2016-11-15,0.0032730389268028786
2016-11-16,-0.007417639760216302
2016-11-17,-0.004210616820861401
2016-11-18,0.004052160878695574
2016-11-21,0.0002362107957879948
2016-11-22,-0.006812766046860705
2016-11-23,0.0002558449264683392
2016-11-25,0.005121168307626035
2016-11-28,0.0014107880639438089
2016-11-29,-0.012144358378876818
2016-11-30,-0.0066983895458830114
2016-12-01,0.0051171009866389965
2016-12-02,-0.000387392960416946
2016-12-05,0.0001673283048252938
2016-12-06,0.008398796824589655
2016-12-07,-0.005902966131998281
2016-12-08,-0.0073884259460214805
2016-12-09,0.0015974422584549837
2016-12-12,0.002607763637288112
2016-12-13,-0.011384321885459424
2016-12-14,0.00010008250231899069
2016-12-15,7.612519017211961e-06
2016-12-16,0.0071395902271029965
2016-12-19,-0.003384018213163013
2016-12-20,0.0016450590293507067
2016-12-21,-0.0019306356009889621
2016-12-22,0.002172064961839394
2016-12-23,0.000462105386976741
2016-12-27,0.0022565290216386346
2016-12-28,0.004975434602890388
2016-12-29,-0.0017055034321714893
2016-12-30,0.005994914142578899
2017-01-03,0.004282958418377024
2017-01-04,0.011416370090523478
2017-01-05,-0.005569487291241971
2017-01-06,0.0052199842049017765
2017-01-09,0.0007845700186851382
2017-01-10,0.0030100266382564857
2017-01-11,-0.0006172957340220449
2017-01-12,0.0009815183661517075
2017-01-13,0.0045952065934892206
2017-01-17,-0.004022777234720925
2017-01-18,-0.003493563109468396
2017-01-19,0.002164783496391001
2017-01-20,0.002611765486100302
2017-01-23,0.00047024467285457596
2017-01-24,-0.0006995829759325663
2017-01-25,-0.002645317123195082
2017-01-26,0.0005430725650425385
2017-01-27,-0.002446961299521922
2017-01-30,0.0054735036895982945
2017-01-31,-0.0019528018237993856
2017-02-01,0.0019073840201470093
2017-02-02,0.004100631560526244
2017-02-03,0.0043404338456807705
2017-02-06,0.0008742743123969614
2017-02-07,0.0052148538763313115
2017-02-08,-0.0016559047280119699
2017-02-09,0.00264495852968699
2017-02-10,3.593648417636293e-05
2017-02-13,0.0008767862089787176
2017-02-14,0.003011966195732829
2017-02-15,0.00226894643145065
2017-02-16,0.0009531098765099819
2017-02-17,0.002797811670355792
2017-02-21,0.0002960314269848541
2017-02-22,0.0035451088462445813
2017-02-23,0.004753600824852364
2017-02-24,-0.0018598971315093578
2017-02-27,-0.0003339789361251055
2017-02-28,0.0031425392327313786
2017-03-01,-0.007632322854893161
2017-03-02,0.0006561142936325995
2017-03-03,-0.0044723252179777835
2017-03-06,-0.0045285593051395834
2017-03-07,-0.003884297841346497
2017-03-08,-0.0025113560432022375
2017-03-09,0.003104090671867406
2017-03-10,-0.0009615792364339121
2017-03-13,-0.0025834976383397107
2017-03-14,0.012284226475469203
2017-03-15,-0.0007634645143578297
2017-03-16,0.0010398400855125408
2017-03-17,0.0016397514001171179
2017-03-20,-0.0021883577503315874
2017-03-21,0.0027056923406117536
2017-03-22,-0.0012201551717278749
2017-03-23,0.000829401433820207
2017-03-24,0.0020807940497847015
2017-03-27,0.001054319828603519
2017-03-28,0.002387339008481515
2017-03-29,-0.0022021012080878917
2017-03-30,4.7962857340494414e-05
2017-03-31,0.002724790888174699
2017-04-03,-9.155684701473766e-05
2017-04-04,-0.0008778636223702722
2017-04-05,1.342502257166726e-06
2017-04-06,-0.0006162343123628914
2017-04-07,0.0012230987770654102
2017-04-10,0.002986319534392245
2017-04-11,0.0034210519107545664
2017-04-12,-0.0012188816210569379
2017-04-13,0.0029117563135345518
2017-04-17,0.0025245376424451343
2017-04-18,-0.004688014304009305
2017-04-19,0.0038438392445904177
2017-04-20,-0.0007363012605752157
2017-04-21,0.0024362569493550854
2017-04-24,-0.002574539267043692
2017-04-25,0.002254080989761969
2017-04-26,-0.0007655169470716371
2017-04-27,0.00029641664655329666
2017-04-28,-0.003156014314871095
2017-05-01,0.0011598884367624346
2017-05-02,-0.004693019089086195
2017-05-03,-0.002648755591517193
2017-05-04,0.0025614089436383834
2017-05-05,-0.0021071453852426337
2017-05-08,-0.002279976381741353
2017-05-09,0.0005903442978879369
2017-05-10,0.00016453572215455767
2017-05-11,0.0015173331533345946
2017-05-12,0.003004696610585035
2017-05-15,0.0015873706859414404
2017-05-16,-0.0006515154590673953
2017-05-17,-0.00022720787629995588
2017-05-18,0.005197048559868928
2017-05-19,0.003235502666587729
2017-05-22,-0.0021524021221758245
2017-05-23,0.0034690406161826705
2017-05-24,0.002122769873809234
2017-05-25,0.0028868057098605355
2017-05-26,-0.00044631935487591016
2017-05-30,0.0015711453542923668
2017-05-31,0.00422973702094632
2017-06-01,0.006219496657603846
2017-06-02,-0.0013186212037339358
2017-06-05,0.0028428687140154927
2017-06-06,-0.001622344384422711
2017-06-07,-0.0022492746651473503
2017-06-08,-0.0038146224765384503
2017-06-09,-0.0006153118514490279
2017-06-12,0.0027700969233463665
2017-06-13,0.0007815549957723793
2017-06-14,-0.002534501382286258
2017-06-15,0.0005556291237759602
2017-06-16,0.001563822716550508
2017-06-19,-0.002234155363175852
2017-06-20,0.0011463522172862179
2017-06-21,0.000987574080042868
2017-06-22,0.0015293676939591243
2017-06-23,-0.001607162962054382
2017-06-26,-0.005069584370907049
2017-06-27,0.003204627334692983
2017-06-28,-0.007576865632164299
2017-06-29,-0.0002932962611680917
2017-06-30,-0.004744476277526323
2017-07-03,0.0023121325070267667
2017-07-05,-0.007303625593167809
2017-07-06,-0.0010370997202443018
2017-07-07,0.0013238225474563859
2017-07-10,0.00035927400239164166
2017-07-11,0.006636772360029405
2017-07-12,-0.0026731271397511434
2017-07-13,0.005020693127886321
2017-07-14,0.0018224574487857633
2017-07-17,0.004093707410901132
2017-07-18,0.0027036681701911145
